Time,Consumption,Type
2013-02-09,10.500470002007106,No holiday
2013-02-10,11.052046707402368,No holiday
2013-02-11,10.341374414989811,No holiday
2013-02-12,10.2343044086341,No holiday
2013-02-13,10.09517471573141,No holiday
2013-02-14,9.631820465394416,No holiday
2013-02-15,9.383708845319466,No holiday
2013-02-16,9.575219966642104,No holiday
2013-02-17,10.071588466125418,No holiday
2013-02-18,9.480230441653497,No holiday
2013-02-19,9.393256084756384,No holiday
2013-02-20,9.585473974490416,No holiday
2013-02-21,10.089610427225594,No holiday
2013-02-22,10.280096826774503,No holiday
2013-02-23,10.706644020044918,No holiday
2013-02-24,11.288244604189154,No holiday
2013-02-25,10.363030238352414,No holiday
2013-02-26,10.078435038028037,No holiday
2013-02-27,9.602237841435535,No holiday
2013-02-28,9.547654024321366,No holiday
2013-03-01,9.686205468744143,No holiday
2013-03-02,10.133660654010177,No holiday
2013-03-03,10.438214239136435,No holiday
2013-03-04,9.241331183741307,No holiday
2013-03-05,8.817421546273948,No holiday
2013-03-06,8.806717562565524,No holiday
2013-03-07,8.90494924035839,No holiday
2013-03-08,8.934780624469703,No holiday
2013-03-09,9.57442469242905,No holiday
2013-03-10,10.45704996370361,No holiday
2013-03-11,10.350086890440735,No holiday
2013-03-12,10.179047642140269,No holiday
2013-03-13,9.62600005764356,No holiday
2013-03-14,9.438001216701515,No holiday
2013-03-15,9.344908118631606,No holiday
2013-03-16,9.873470103407906,No holiday
2013-03-17,10.345993417674432,No holiday
2013-03-18,9.482326750825752,No holiday
2013-03-19,9.145972167183752,No holiday
2013-03-20,9.27353850300113,No holiday
2013-03-21,9.209385752544472,No holiday
2013-03-22,9.5630846711847,No holiday
2013-03-23,10.598398274959909,No holiday
2013-03-24,11.160926715235362,No holiday
2013-03-25,10.2521731995878,No holiday
2013-03-26,10.13035990157673,No holiday
2013-03-27,9.95686206173952,No holiday
2013-03-28,9.754187502624022,No holiday
2013-03-29,10.168052784688406,Good Friday
2013-03-30,9.745743978336655,No holiday
2013-03-31,9.986451817357604,No holiday
2013-04-01,9.834162323876138,No holiday
2013-04-02,9.11915142407688,No holiday
2013-04-03,9.612526432227927,No holiday
2013-04-04,9.807699180774,No holiday
2013-04-05,9.538748783585133,No holiday
2013-04-06,9.325494325094516,No holiday
2013-04-07,9.472391252356614,No holiday
2013-04-08,8.763276137897726,No holiday
2013-04-09,8.984581620378297,No holiday
2013-04-10,8.6834783410155,No holiday
2013-04-11,8.764799591285483,No holiday
2013-04-12,8.72576329384194,No holiday
2013-04-13,8.866036543372207,No holiday
2013-04-14,8.869511791398127,No holiday
2013-04-15,7.975829769011759,No holiday
2013-04-16,7.902289180054992,No holiday
2013-04-17,7.782165484255959,No holiday
2013-04-18,7.825488606384332,No holiday
2013-04-19,8.019822838887976,No holiday
2013-04-20,8.287820332604134,No holiday
2013-04-21,8.76171819753981,No holiday
2013-04-22,7.971576077322197,No holiday
2013-04-23,7.488191135339305,No holiday
2013-04-24,7.432841505316133,No holiday
2013-04-25,7.275432900490734,No holiday
2013-04-26,7.622946213895046,No holiday
2013-04-27,8.228155709165815,No holiday
2013-04-28,8.841957850020489,No holiday
